ObjID,ra,dec,g
1237666299433583976,299.99434295,-0.97256325,22.240486
1237666299433583981,299.99608504,-0.98084653,19.010427
1237666299433583983,299.99564396,-0.97938557,21.320002
1237666299433584100,300.00635767,-0.98038364,25.115343
1237666299433584101,300.00412239,-0.98069873,21.193474
1237666299433584103,300.00666428,-0.97918309,23.677099
1237666299433584104,300.0026503,-0.98083118,23.591299
1237666299433584170,300.01799882,-1.00819331,18.791054
1237666299433584171,300.01897332,-1.00839118,21.650366
1237666299433584183,300.01767018,-0.97970985,19.939758
1237666299433584217,300.02294508,-1.00787676,19.109034
1237666299433584218,300.02295366,-1.01513054,18.381048
1237666299433584219,300.02385939,-1.01269851,19.472185
1237666299433584220,300.02367296,-1.01079136,20.070875
1237666299433584221,300.021302,-1.01533727,20.571678
1237666299433584222,300.02206659,-1.00714955,22.260605
1237666299433584223,300.02126385,-1.01732095,22.220739
1237666299433584224,300.02465982,-1.01411319,21.661802
1237666299433584225,300.02430723,-1.00982264,23.358028
1237666299433584236,300.0220872,-0.98605928,21.869263
1237666299433584238,300.02263264,-0.98472362,20.547329
1237666299433585258,299.98037717,-0.98482991,19.783888
1237666299433585259,299.98140051,-0.98381942,20.8048
1237666299433585288,299.98824698,-0.97560948,19.947689
1237666299433585356,300.00936765,-1.02672335,19.825174
1237666299433585375,300.01865578,-0.98339596,19.453329
1237666299433585376,300.01667092,-0.98248352,20.975988
1237666299433585377,300.01434241,-0.98312079,20.615728
1237666299433585762,299.98379863,-1.01782444,21.040316
1237666299433585763,299.98451828,-0.98226303,20.886086
1237666299433585946,299.97777854,-1.01200546,21.01301
1237666299433585947,299.97663186,-1.01118358,25.504509
1237666299433585956,299.98094908,-1.01863538,21.888466
1237666299433585964,299.98181376,-0.98164787,21.078722
1237666299433585975,299.9845716,-0.98530305,21.547949
1237666299433586058,300.00121877,-1.02800321,20.936577
1237666299433586101,300.01112558,-0.979758,22.169443
1237666299433586123,300.01315294,-1.01626073,21.889753
1237666299433586124,300.01478576,-1.02063975,20.442942
1237666299433586125,300.01501677,-1.01428818,20.963907
1237666299433586127,300.01390612,-0.98062427,21.230753
1237666299433586128,300.0150837,-0.97912418,22.175264
1237666299433586129,300.01387663,-0.97787595,21.361048
1237666299433586130,300.01452343,-0.97997222,21.70875
1237666299433586150,300.01979548,-0.98565569,21.519999
1237666299433586157,300.02051537,-0.99070364,21.763119
1237666299433586158,300.02099498,-0.98208441,20.7076
1237666299433586198,300.02826004,-1.00143134,24.347496
1237666299433586725,299.97626916,-0.98967035,22.260708
1237666299433586726,299.97612638,-0.9884697,22.923077
1237666299433586727,299.97754009,-0.99041164,23.592701
1237666299433586735,299.97882663,-1.00999976,26.45476
1237666299433586736,299.97988283,-1.00910176,23.391266
1237666299433586741,299.98022108,-1.00527092,23.387535
1237666299433586762,299.98472072,-1.02253225,22.725119
1237666299433586778,299.98915208,-1.02150533,23.322693
1237666299433586779,299.98749203,-1.01963611,26.576761
1237666299433586843,300.01261077,-1.0253955,23.23304
1237666299433586871,300.01814413,-1.01372106,22.195564
1237666299433586872,300.01898042,-1.01339725,23.853394
1237666299433586879,300.02077796,-0.99905158,24.677822
1237666299433586882,300.02219835,-1.00254048,25.467918
1237666299433586887,300.02109541,-0.99612752,22.336737
1237666299433586888,300.0227117,-0.99727604,22.90556
1237666299433586897,300.02511671,-0.99307816,23.600849
1237666299433586902,300.0275671,-1.00401703,24.084944
1237666299433587260,299.97736946,-1.00704956,24.241686
1237666299433587261,299.97827053,-0.99714826,24.131769
1237666299433587284,299.99322591,-0.98180484,26.107443
1237666299433587285,299.99213945,-0.98088669,24.901871
1237666299433587299,300.00336211,-0.97242857,24.563927
1237666299433587323,300.01629522,-0.97733667,23.478382
1237666299433587335,300.02341938,-0.98926833,24.58954
1237666299433587338,300.02517083,-0.99636182,23.272453
1237666299433517969,299.96910943,-0.99289926,14.880617
1237666299433517971,299.96734771,-0.99502319,18.53484
1237666299433517972,299.96917557,-0.99660814,19.827902
1237666299433517973,299.96957203,-0.99143492,18.493162
1237666299433517974,299.96863865,-0.9957207,25.114916
1237666299433517976,299.9702554,-0.99844571,23.514217
1237666299433517978,299.97033495,-0.99461675,22.912846
1237666299433517980,299.96799035,-0.99719525,25.458168
1237666299433517981,299.97383873,-0.98741437,23.311041
1237666299433517985,299.96831838,-0.99884828,25.92227
1237666299433519507,299.97473109,-1.01448906,23.683237
1237666299433520936,299.97048417,-1.00870994,22.026167
1237666299433520942,299.97142382,-1.00504209,20.746807
1237666299433520943,299.97174159,-1.0064512,23.559072
1237666299433520948,299.9716238,-1.01338209,20.344374
1237666299433520949,299.97049157,-1.01498216,20.682028
1237666299433520954,299.97369001,-0.9833014,21.377695
1237666299433520955,299.97473841,-0.98201172,24.460182
1237666299433521439,299.96795797,-1.00176802,23.305016
1237666299433521440,299.96879702,-1.00279461,24.238337
1237666299433521697,299.97277565,-1.01057272,24.50713
1237666299433582886,299.99902793,-1.02858428,20.537384
1237666299433582891,299.99946776,-1.02951318,25.753456
1237666299433582941,300.00813647,-1.03227102,19.826515
1237666299433582945,300.01067206,-1.03081272,25.021076
1237666299433582947,300.0076155,-1.03074819,24.229446
1237666299433582950,300.00815211,-0.96961176,16.637938
1237666299433582954,300.0078302,-0.97133036,22.47858
1237666299433583058,300.02027897,-1.02245879,16.220442
1237666299433583059,300.02047557,-1.02609201,16.450829
1237666299433583060,300.02180549,-1.02182385,17.188848
1237666299433583061,300.01886769,-1.02345457,18.797104
1237666299433583062,300.0178096,-1.0250063,21.029337
1237666299433583064,300.01743354,-1.02659155,25.081038
1237666299433583065,300.01655109,-1.02358883,23.71032
1237666299433583066,300.02007366,-1.02079503,22.596449
1237666299433583828,299.97517801,-1.01516153,22.583847
1237666299433583875,299.98032088,-0.97367202,18.898375
1237666299433583877,299.98378157,-0.97436991,21.807596
1237666299433583879,299.98238091,-0.97636783,24.415823
1237666299433583880,299.9825126,-0.97364665,22.87858
1237666299433583881,299.98132738,-0.97549705,24.977531
1237666299433583897,299.98322144,-1.02572661,17.384544
1237666299433583898,299.9821335,-1.02715896,17.613577
1237666299433583900,299.98240782,-1.02434562,23.797424
1237666299433583937,299.99101283,-0.97160828,18.185358
1237666299433583938,299.98751501,-0.97108867,19.377295
1237666299433583939,299.99089762,-0.97033613,22.225628
1237666299433583940,299.9863212,-0.97163124,21.039667
1237666299433583941,299.99028113,-0.97217003,22.888304
1237666299433583942,299.98859168,-0.97287597,24.383511
1237666299433583992,299.9966291,-1.03304862,17.226452
1237666299433584182,300.01927917,-0.9782052,19.149897
1237666299433584226,300.02588006,-1.01380138,24.597004
1237666299433584233,300.0245439,-0.9841173,18.389772
1237666299433584234,300.02500981,-0.97994191,21.130205
1237666299433584235,300.02446827,-0.98147042,22.604717
1237666299433584237,300.02540604,-0.98187561,20.865992
1237666299433584239,300.0258803,-0.9801726,22.133917
1237666299433585250,299.97680865,-1.01984579,19.630299
1237666299433585281,299.98652334,-1.02573255,19.652784
1237666299433585331,299.9960649,-0.96766376,19.951891
1237666299433585367,300.01757098,-0.97469432,20.003246
1237666299433585368,300.01782939,-0.97552063,20.737303
1237666299433585369,300.01604182,-0.97292266,20.306082
1237666299433585370,300.01525959,-0.97075715,20.698435
1237666299433585371,300.01404674,-0.97047895,24.085005
1237666299433585372,300.01455646,-0.97206614,22.037344
1237666299433585411,300.03171864,-1.0062472,19.72929
1237666299433585772,300.00451852,-0.9679329,22.600307
1237666299433585773,300.00254675,-0.96857737,20.163029
1237666299433585775,300.02654227,-0.9888712,21.474012
1237666299433585776,300.02682773,-0.98772635,22.710302
1237666299433585777,300.02689825,-0.98608751,24.897045
1237666299433585943,299.9751474,-1.01733317,21.882177
1237666299433586001,299.98972813,-1.02937469,21.214376
1237666299433586055,300.00486896,-1.03224087,22.481441
1237666299433586056,300.00241347,-1.03146568,22.858263
1237666299433586057,300.00261864,-1.03275482,23.202215
1237666299433586100,300.01126857,-0.96976781,21.766428
1237666299433586106,300.01222312,-1.02774387,21.774088
1237666299433586107,300.01391806,-1.0287054,26.399485
1237666299433586182,300.02546946,-1.01636115,22.103235
1237666299433586183,300.02635518,-1.01785477,25.463322
1237666299433586196,300.0285295,-1.00058404,22.573721
1237666299433586197,300.02897791,-1.00016685,22.179964
1237666299433586199,300.02983671,-1.00195881,25.528809
1237666299433586201,300.0296242,-0.99321006,21.041149
1237666299433586202,300.02962278,-0.99216005,24.138865
1237666299433586203,300.02877086,-0.99371798,26.205282
1237666299433586204,300.02807438,-0.99489728,24.966484
1237666299433586205,300.02823345,-0.99198941,26.097738
1237666299433586208,300.03244601,-0.99798226,21.288134
1237666299433586755,299.98397484,-0.97086449,23.289549
1237666299433586769,299.98524552,-1.02960899,23.797276
1237666299433586784,299.9920833,-1.02845975,25.658264
1237666299433586785,299.99181034,-1.02752294,23.293314
1237666299433586896,300.02502282,-1.01976357,23.961437
1237666299433586903,300.03042334,-0.98809072,24.143179
1237666299433586908,300.03132697,-1.00006279,22.89189
1237666299433586909,300.03122723,-1.01058509,23.852226
1237666299433587293,299.99828137,-0.96794664,23.860607
1237666299433587296,300.00140071,-0.97111945,23.632254
1237666299433587346,300.02841929,-0.98461007,23.509811
